Text,Sentiment,Tokenized,Tokenized_removed_sw
مارشلاء کا کوئی چانس نہیں فوج اس پوزیشن میں نہیں,1,"['مارشلاء', 'کا', 'کوئی', 'چانس', 'نہیں', 'فوج', 'اس', 'پوزیشن', 'میں', 'نہیں']","['مارشلاء', 'کا', 'چانس', 'نہیں', 'فوج', 'اس', 'پوزیشن', 'میں', 'نہیں']"
پاک فوج زندہ باد,0,"['پاک', 'فوج', 'زندہ', 'باد']","['پاک', 'فوج', 'زندہ', 'باد']"
مجھے سمجھ نہیں آرہا فوج  گورنمنٹ سب سوے ہوے ہیں کیا,1,"['مجھے', 'سمجھ', 'نہیں', 'آرہا', 'فوج', 'گورنمنٹ', 'سب', 'سوے', 'ہوے', 'ہیں', 'کیا']","['مجھے', 'سمجھ', 'نہیں', 'آرہا', 'فوج', 'گورنمنٹ', 'سب', 'سوے', 'ہوے', 'کیا']"
بی بی پہلے بھی فوج نے ہی ملک توڑا ہے,1,"['بی', 'بی', 'پہلے', 'بھی', 'فوج', 'نے', 'ہی', 'ملک', 'توڑا', 'ہے']","['بی', 'بی', 'پہلے', 'بھی', 'فوج', 'نے', 'ملک', 'توڑا']"
پاک فوج زندہ باد پاک فوج پر بھونکنے والے کتوں پر لاکھ لعنت,0,"['پاک', 'فوج', 'زندہ', 'باد', 'پاک', 'فوج', 'پر', 'بھونکنے', 'والے', 'کتوں', 'پر', 'لاکھ', 'لعنت']","['پاک', 'فوج', 'زندہ', 'باد', 'پاک', 'فوج', 'بھونکنے', 'کتوں', 'لاکھ', 'لعنت']"
اور اس کے ساتھ پوری امت انتظار میں ہے کہ کب دنیا کی نمبر ون فوج اٹھے اور ان گستاخوں کو تہس نہس کردےجیسا وزیرستان میں کیا تھا,0,"['اور', 'اس', 'کے', 'ساتھ', 'پوری', 'امت', 'انتظار', 'میں', 'ہے', 'کہ', 'کب', 'دنیا', 'کی', 'نمبر', 'ون', 'فوج', 'اٹھے', 'اور', 'ان', 'گستاخوں', 'کو', 'تہس', 'نہس', 'کردےجیسا', 'وزیرستان', 'میں', 'کیا', 'تھا']","['اس', 'ساتھ', 'پوری', 'امت', 'انتظار', 'میں', 'دنیا', 'نمبر', 'ون', 'فوج', 'اٹھے', 'ان', 'گستاخوں', 'کو', 'تہس', 'نہس', 'کردےجیسا', 'وزیرستان', 'میں', 'کیا', 'تھا']"
وہی فوج جس کا سیاست سے کوئ تعلق نہیں,0,"['وہی', 'فوج', 'جس', 'کا', 'سیاست', 'سے', 'کوئ', 'تعلق', 'نہیں']","['وہی', 'فوج', 'جس', 'کا', 'سیاست', 'سے', 'کوئ', 'تعلق', 'نہیں']"
جس طرف آپ پاکستان کو لے کر جا رہے ہیں جلد ترکی کی طرح فوج اور پولیس کی لڑائی ہو گی,1,"['جس', 'طرف', 'آپ', 'پاکستان', 'کو', 'لے', 'کر', 'جا', 'رہے', 'ہیں', 'جلد', 'ترکی', 'کی', 'طرح', 'فوج', 'اور', 'پولیس', 'کی', 'لڑائی', 'ہو', 'گی']","['جس', 'آپ', 'پاکستان', 'کو', 'کر', 'جا', 'جلد', 'ترکی', 'طرح', 'فوج', 'پولیس', 'لڑائی']"
نہیں فوج ایک ہی ہے اس میں چند لوگ غنڈے نہیں ہو سکتے یا پوری فوج صحیح ہے یا پوری فوج غلط,1,"['نہیں', 'فوج', 'ایک', 'ہی', 'ہے', 'اس', 'میں', 'چند', 'لوگ', 'غنڈے', 'نہیں', 'ہو', 'سکتے', 'یا', 'پوری', 'فوج', 'صحیح', 'ہے', 'یا', 'پوری', 'فوج', 'غلط']","['نہیں', 'فوج', 'اس', 'میں', 'چند', 'غنڈے', 'نہیں', 'سکتے', 'یا', 'پوری', 'فوج', 'صحیح', 'یا', 'پوری', 'فوج', 'غلط']"
بس کامیاب ہو گیا تو,0,"['بس', 'کامیاب', 'ہو', 'گیا', 'تو']","['بس', 'کامیاب', 'گیا']"
پاک فوج زندہ باد پاکستان پائندہ باد,0,"['پاک', 'فوج', 'زندہ', 'باد', 'پاکستان', 'پائندہ', 'باد']","['پاک', 'فوج', 'زندہ', 'باد', 'پاکستان', 'پائندہ', 'باد']"
فوج کا کتا خواجہ آصف اقامہ ہولڈر,1,"['فوج', 'کا', 'کتا', 'خواجہ', 'آصف', 'اقامہ', 'ہولڈر']","['فوج', 'کا', 'کتا', 'خواجہ', 'آصف', 'اقامہ', 'ہولڈر']"
فوج ہماری ہے اور ہر محب وطن فوج کا ترجمان ہے ن لیگ کی قیادت عدار ہے نااہل ہے چور ہے یہ بچہ بچہ جانتاہے کہ ن لیگی کتنے گھٹیا اور لعنتی ٹولہ ہے,0,"['فوج', 'ہماری', 'ہے', 'اور', 'ہر', 'محب', 'وطن', 'فوج', 'کا', 'ترجمان', 'ہے', 'ن', 'لیگ', 'کی', 'قیادت', 'عدار', 'ہے', 'نااہل', 'ہے', 'چور', 'ہے', 'یہ', 'بچہ', 'بچہ', 'جانتاہے', 'کہ', 'ن', 'لیگی', 'کتنے', 'گھٹیا', 'اور', 'لعنتی', 'ٹولہ', 'ہے']","['فوج', 'ہماری', 'محب', 'وطن', 'فوج', 'کا', 'ترجمان', 'ن', 'لیگ', 'قیادت', 'عدار', 'نااہل', 'چور', 'بچہ', 'بچہ', 'جانتاہے', 'ن', 'لیگی', 'کتنے', 'گھٹیا', 'لعنتی', 'ٹولہ']"
میں بھی خان اور فوج کے ساتھ ہوں,0,"['میں', 'بھی', 'خان', 'اور', 'فوج', 'کے', 'ساتھ', 'ہوں']","['میں', 'بھی', 'خان', 'فوج', 'ساتھ']"
خود کینیڈا امریکا اوربرطانیہ جیسے ملکوں میں جمہوریت کے مزے لیتے ہو اور پاکستان میں فوج کے لائے ہویے کٹھ پتلی کو سپورٹ کرتے ہو یہ منافقت ہے,1,"['خود', 'کینیڈا', 'امریکا', 'اوربرطانیہ', 'جیسے', 'ملکوں', 'میں', 'جمہوریت', 'کے', 'مزے', 'لیتے', 'ہو', 'اور', 'پاکستان', 'میں', 'فوج', 'کے', 'لائے', 'ہویے', 'کٹھ', 'پتلی', 'کو', 'سپورٹ', 'کرتے', 'ہو', 'یہ', 'منافقت', 'ہے']","['خود', 'کینیڈا', 'امریکا', 'اوربرطانیہ', 'جیسے', 'ملکوں', 'میں', 'جمہوریت', 'مزے', 'لیتے', 'پاکستان', 'میں', 'فوج', 'لائے', 'ہویے', 'کٹھ', 'پتلی', 'کو', 'سپورٹ', 'منافقت']"
مارشل لاء لگ ہی جائے    فوج ہی اس ملک کو ٹھیک کر سکتی ہے,0,"['مارشل', 'لاء', 'لگ', 'ہی', 'جائے', 'فوج', 'ہی', 'اس', 'ملک', 'کو', 'ٹھیک', 'کر', 'سکتی', 'ہے']","['مارشل', 'لاء', 'لگ', 'جائے', 'فوج', 'اس', 'ملک', 'کو', 'کر', 'سکتی']"
ہاہاہا کمال ہے ہماری فوج تو ہمیں بہت پیاری ہے پاک فوج کو سلام پاک فوج زندہ آباد پاکستان پائندہ آباد,0,"['ہاہاہا', 'کمال', 'ہے', 'ہماری', 'فوج', 'تو', 'ہمیں', 'بہت', 'پیاری', 'ہے', 'پاک', 'فوج', 'کو', 'سلام', 'پاک', 'فوج', 'زندہ', 'آباد', 'پاکستان', 'پائندہ', 'آباد']","['ہاہاہا', 'کمال', 'ہماری', 'فوج', 'ہمیں', 'بہت', 'پیاری', 'پاک', 'فوج', 'کو', 'سلام', 'پاک', 'فوج', 'زندہ', 'آباد', 'پاکستان', 'پائندہ', 'آباد']"
اور یہ کہتے ہیں کہ فوج سیاست میں مداخلت نہیں کرتی,0,"['اور', 'یہ', 'کہتے', 'ہیں', 'کہ', 'فوج', 'سیاست', 'میں', 'مداخلت', 'نہیں', 'کرتی']","['فوج', 'سیاست', 'میں', 'مداخلت', 'نہیں']"
پاک فوج زندہ بادپاکستان پائندہ باد,0,"['پاک', 'فوج', 'زندہ', 'بادپاکستان', 'پائندہ', 'باد']","['پاک', 'فوج', 'زندہ', 'بادپاکستان', 'پائندہ', 'باد']"
پاک فوج زندہ بادپاکستان پایندہ باد,0,"['پاک', 'فوج', 'زندہ', 'بادپاکستان', 'پایندہ', 'باد']","['پاک', 'فوج', 'زندہ', 'بادپاکستان', 'پایندہ', 'باد']"
جا کم کر بیغیرت عورت فوج کا سیاست میں کیا کام ہے کینیڈا میں فوج حکمران ہے,1,"['جا', 'کم', 'کر', 'بیغیرت', 'عورت', 'فوج', 'کا', 'سیاست', 'میں', 'کیا', 'کام', 'ہے', 'کینیڈا', 'میں', 'فوج', 'حکمران', 'ہے']","['جا', 'کم', 'کر', 'بیغیرت', 'عورت', 'فوج', 'کا', 'سیاست', 'میں', 'کیا', 'کام', 'کینیڈا', 'میں', 'فوج', 'حکمران']"
فوج کو کوئی برا نہی کہتا صرف ایک فوجی کو کہتے ہیں کیونکہ یہ زنانہ نام ہے بے نظیر شاہی,1,"['فوج', 'کو', 'کوئی', 'برا', 'نہی', 'کہتا', 'صرف', 'ایک', 'فوجی', 'کو', 'کہتے', 'ہیں', 'کیونکہ', 'یہ', 'زنانہ', 'نام', 'ہے', 'بے', 'نظیر', 'شاہی']","['فوج', 'کو', 'برا', 'نہی', 'کہتا', 'صرف', 'فوجی', 'کو', 'کیونکہ', 'زنانہ', 'نام', 'بے', 'نظیر', 'شاہی']"
فوج نہیں ہونی چاہیے,1,"['فوج', 'نہیں', 'ہونی', 'چاہیے']","['فوج', 'نہیں', 'ہونی', 'چاہیے']"
اس بار فوج کتوں کے بھونکنے کا برا نہیں مانا رہی کیونکہ وہ جانتی یہ سب اسی کے پالے کتے ہیں جو اب پاگل ہو گئے ہیں,1,"['اس', 'بار', 'فوج', 'کتوں', 'کے', 'بھونکنے', 'کا', 'برا', 'نہیں', 'مانا', 'رہی', 'کیونکہ', 'وہ', 'جانتی', 'یہ', 'سب', 'اسی', 'کے', 'پالے', 'کتے', 'ہیں', 'جو', 'اب', 'پاگل', 'ہو', 'گئے', 'ہیں']","['اس', 'بار', 'فوج', 'کتوں', 'بھونکنے', 'کا', 'برا', 'نہیں', 'مانا', 'کیونکہ', 'وہ', 'جانتی', 'سب', 'اسی', 'پالے', 'کتے', 'جو', 'اب', 'پاگل']"
اور اس نام نہاد فوج کا سیاست سے کوئی تعلق نہیں ہے,0,"['اور', 'اس', 'نام', 'نہاد', 'فوج', 'کا', 'سیاست', 'سے', 'کوئی', 'تعلق', 'نہیں', 'ہے']","['اس', 'نام', 'نہاد', 'فوج', 'کا', 'سیاست', 'سے', 'تعلق', 'نہیں']"
جلسوں میں کسی نے فوج کیخلاف بات نہیں کیراناثنا اللہ,0,"['جلسوں', 'میں', 'کسی', 'نے', 'فوج', 'کیخلاف', 'بات', 'نہیں', 'کیراناثنا', 'اللہ']","['جلسوں', 'میں', 'کسی', 'نے', 'فوج', 'کیخلاف', 'بات', 'نہیں', 'کیراناثنا', 'اللہ']"
پاکستانی قوم کو آج تک اس بات کی سمجھ نہیں آئیکہ جب یہ کتے پاک فوج کے خلاف بھونکتے ہیں تو ان کتوں کو سزا کیوں نہیں ملتی,0,"['پاکستانی', 'قوم', 'کو', 'آج', 'تک', 'اس', 'بات', 'کی', 'سمجھ', 'نہیں', 'آئیکہ', 'جب', 'یہ', 'کتے', 'پاک', 'فوج', 'کے', 'خلاف', 'بھونکتے', 'ہیں', 'تو', 'ان', 'کتوں', 'کو', 'سزا', 'کیوں', 'نہیں', 'ملتی']","['پاکستانی', 'قوم', 'کو', 'اس', 'بات', 'سمجھ', 'نہیں', 'آئیکہ', 'جب', 'کتے', 'پاک', 'فوج', 'خلاف', 'بھونکتے', 'ان', 'کتوں', 'کو', 'سزا', 'نہیں', 'ملتی']"
بڑی تکلیف ہے بھائی کو فوج سے,1,"['بڑی', 'تکلیف', 'ہے', 'بھائی', 'کو', 'فوج', 'سے']","['بڑی', 'تکلیف', 'بھائی', 'کو', 'فوج', 'سے']"
یہ حالت ہو چکی ہے تم لوگوں کی اس سے زیادہ کچھ نہیں ہم آپنی فوج کے ساتھ تھے ہیں اور ہمیشہ رہیں گے,0,"['یہ', 'حالت', 'ہو', 'چکی', 'ہے', 'تم', 'لوگوں', 'کی', 'اس', 'سے', 'زیادہ', 'کچھ', 'نہیں', 'ہم', 'آپنی', 'فوج', 'کے', 'ساتھ', 'تھے', 'ہیں', 'اور', 'ہمیشہ', 'رہیں', 'گے']","['حالت', 'تم', 'اس', 'سے', 'زیادہ', 'کچھ', 'نہیں', 'ہم', 'آپنی', 'فوج', 'ساتھ', 'ہمیشہ', 'رہیں']"
ایسی بات نہیں پاک فوج ایک ہے کوئی بھی کسی ڈیوٹی پر ہو بخوبی سر انجام دیتا ہےدراصل بھونکے والوں کو بیرونی سہارا اب ملا ہے جس کیوجہ سے بھونک رہے ہیں,0,"['ایسی', 'بات', 'نہیں', 'پاک', 'فوج', 'ایک', 'ہے', 'کوئی', 'بھی', 'کسی', 'ڈیوٹی', 'پر', 'ہو', 'بخوبی', 'سر', 'انجام', 'دیتا', 'ہےدراصل', 'بھونکے', 'والوں', 'کو', 'بیرونی', 'سہارا', 'اب', 'ملا', 'ہے', 'جس', 'کیوجہ', 'سے', 'بھونک', 'رہے', 'ہیں']","['ایسی', 'بات', 'نہیں', 'پاک', 'فوج', 'بھی', 'کسی', 'ڈیوٹی', 'بخوبی', 'سر', 'انجام', 'دیتا', 'ہےدراصل', 'بھونکے', 'والوں', 'کو', 'بیرونی', 'سہارا', 'اب', 'ملا', 'جس', 'کیوجہ', 'سے', 'بھونک']"
فوج کے بغیر ملک بنا مگر ابھی فوج کی حکومت ہے مگر چل نہیں سکتا,1,"['فوج', 'کے', 'بغیر', 'ملک', 'بنا', 'مگر', 'ابھی', 'فوج', 'کی', 'حکومت', 'ہے', 'مگر', 'چل', 'نہیں', 'سکتا']","['فوج', 'بغیر', 'ملک', 'بنا', 'مگر', 'ابھی', 'فوج', 'حکومت', 'مگر', 'چل', 'نہیں', 'سکتا']"
یہی ٹھگی فوج کرتی ھے ہمیشہ سے,1,"['یہی', 'ٹھگی', 'فوج', 'کرتی', 'ھے', 'ہمیشہ', 'سے']","['یہی', 'ٹھگی', 'فوج', 'ھے', 'ہمیشہ', 'سے']"
ہم سب پاک فوج ایک امید ہی کا نام ہے,0,"['ہم', 'سب', 'پاک', 'فوج', 'ایک', 'امید', 'ہی', 'کا', 'نام', 'ہے']","['ہم', 'سب', 'پاک', 'فوج', 'امید', 'کا', 'نام']"
ویسے تو اس حساب سے پوری فوج کے بجٹ سے آپ کو  مجھے اور پاکستانی عوام کو چار چار ذاتی سیکورٹی گارڈ بھی مل سکتے ہیںتے فر محکمہ بند کرا دیے,1,"['ویسے', 'تو', 'اس', 'حساب', 'سے', 'پوری', 'فوج', 'کے', 'بجٹ', 'سے', 'آپ', 'کو', 'مجھے', 'اور', 'پاکستانی', 'عوام', 'کو', 'چار', 'چار', 'ذاتی', 'سیکورٹی', 'گارڈ', 'بھی', 'مل', 'سکتے', 'ہیںتے', 'فر', 'محکمہ', 'بند', 'کرا', 'دیے']","['ویسے', 'اس', 'حساب', 'سے', 'پوری', 'فوج', 'بجٹ', 'سے', 'آپ', 'کو', 'مجھے', 'پاکستانی', 'عوام', 'کو', 'چار', 'چار', 'ذاتی', 'سیکورٹی', 'گارڈ', 'بھی', 'مل', 'سکتے', 'ہیںتے', 'فر', 'محکمہ', 'بند', 'دیے']"
یہ عدالت کو جواب دینا چاہئیے لگتا ہے فوج حکومت عدالت سب اپنی کرسی بچانے کے لیہ کوئی نہیں بول رہا ملک کسی کو عزیز نہیں,1,"['یہ', 'عدالت', 'کو', 'جواب', 'دینا', 'چاہئیے', 'لگتا', 'ہے', 'فوج', 'حکومت', 'عدالت', 'سب', 'اپنی', 'کرسی', 'بچانے', 'کے', 'لیہ', 'کوئی', 'نہیں', 'بول', 'رہا', 'ملک', 'کسی', 'کو', 'عزیز', 'نہیں']","['عدالت', 'کو', 'جواب', 'دینا', 'چاہئیے', 'لگتا', 'فوج', 'حکومت', 'عدالت', 'سب', 'اپنی', 'کرسی', 'بچانے', 'لیہ', 'نہیں', 'بول', 'رہا', 'ملک', 'کسی', 'کو', 'عزیز', 'نہیں']"
لیکن اب فوج واقع ان کے ساتھ نہیں ہے,1,"['لیکن', 'اب', 'فوج', 'واقع', 'ان', 'کے', 'ساتھ', 'نہیں', 'ہے']","['لیکن', 'اب', 'فوج', 'واقع', 'ان', 'ساتھ', 'نہیں']"
پاک فوج زندہ آباد عمران خان زندہ آباد,0,"['پاک', 'فوج', 'زندہ', 'آباد', 'عمران', 'خان', 'زندہ', 'آباد']","['پاک', 'فوج', 'زندہ', 'آباد', 'عمران', 'خان', 'زندہ', 'آباد']"
بلکل پنجاب فوج پنجاب کاروباری سیاستدانوں کے جنگ ہے,1,"['بلکل', 'پنجاب', 'فوج', 'پنجاب', 'کاروباری', 'سیاستدانوں', 'کے', 'جنگ', 'ہے']","['بلکل', 'پنجاب', 'فوج', 'پنجاب', 'کاروباری', 'سیاستدانوں', 'جنگ']"
فوج نے ہی تو پالا ھے کرائم منسٹر نواز شریف کو  مرتبہ حکومت دی گئ أج بھی فوج کا لاڈلا نواذ شریف ھے اسی لئے وہ کچھ بھی بھونکے سب معاف ھے,1,"['فوج', 'نے', 'ہی', 'تو', 'پالا', 'ھے', 'کرائم', 'منسٹر', 'نواز', 'شریف', 'کو', 'مرتبہ', 'حکومت', 'دی', 'گئ', 'أج', 'بھی', 'فوج', 'کا', 'لاڈلا', 'نواذ', 'شریف', 'ھے', 'اسی', 'لئے', 'وہ', 'کچھ', 'بھی', 'بھونکے', 'سب', 'معاف', 'ھے']","['فوج', 'نے', 'پالا', 'ھے', 'کرائم', 'منسٹر', 'نواز', 'شریف', 'کو', 'مرتبہ', 'حکومت', 'گئ', 'أج', 'بھی', 'فوج', 'کا', 'لاڈلا', 'نواذ', 'شریف', 'ھے', 'اسی', 'وہ', 'کچھ', 'بھی', 'بھونکے', 'سب', 'معاف', 'ھے']"
سیاست دانوں کے بغیر بھی ملک چل سکتا ہے لیکن افواج پاکستان کے بغیر ملک بچ ہی نہیں سکتا اسلیئے اپنی فوج کی قدر کیا کریں,0,"['سیاست', 'دانوں', 'کے', 'بغیر', 'بھی', 'ملک', 'چل', 'سکتا', 'ہے', 'لیکن', 'افواج', 'پاکستان', 'کے', 'بغیر', 'ملک', 'بچ', 'ہی', 'نہیں', 'سکتا', 'اسلیئے', 'اپنی', 'فوج', 'کی', 'قدر', 'کیا', 'کریں']","['سیاست', 'دانوں', 'بغیر', 'بھی', 'ملک', 'چل', 'سکتا', 'لیکن', 'افواج', 'پاکستان', 'بغیر', 'ملک', 'بچ', 'نہیں', 'سکتا', 'اسلیئے', 'اپنی', 'فوج', 'قدر', 'کیا']"
حکومت کا منہ بند فوج خاموش چیف جسٹس کوئی سو موٹو نہیں,1,"['حکومت', 'کا', 'منہ', 'بند', 'فوج', 'خاموش', 'چیف', 'جسٹس', 'کوئی', 'سو', 'موٹو', 'نہیں']","['حکومت', 'کا', 'منہ', 'بند', 'فوج', 'خاموش', 'چیف', 'جسٹس', 'سو', 'موٹو', 'نہیں']"
فوج تو پوری قوم کی ہے اور پوری قوم فوج کی ترجمان ہے اب تم بتاؤ تمہیں ن لیگ کا ترجمان کس نے بنایا ہے,0,"['فوج', 'تو', 'پوری', 'قوم', 'کی', 'ہے', 'اور', 'پوری', 'قوم', 'فوج', 'کی', 'ترجمان', 'ہے', 'اب', 'تم', 'بتاؤ', 'تمہیں', 'ن', 'لیگ', 'کا', 'ترجمان', 'کس', 'نے', 'بنایا', 'ہے']","['فوج', 'پوری', 'قوم', 'پوری', 'قوم', 'فوج', 'ترجمان', 'اب', 'تم', 'بتاؤ', 'تمہیں', 'ن', 'لیگ', 'کا', 'ترجمان', 'کس', 'نے', 'بنایا']"
کل تو بتایا میاں صاحب  نے۰ کچھہ کردار ہیں فوج میں جو پورے ادارے کو متنازع بنا رہے ہیں,1,"['کل', 'تو', 'بتایا', 'میاں', 'صاحب', 'نے۰', 'کچھہ', 'کردار', 'ہیں', 'فوج', 'میں', 'جو', 'پورے', 'ادارے', 'کو', 'متنازع', 'بنا', 'رہے', 'ہیں']","['بتایا', 'میاں', 'صاحب', 'نے۰', 'کچھہ', 'کردار', 'فوج', 'میں', 'جو', 'پورے', 'ادارے', 'کو', 'متنازع', 'بنا']"
تو کہاں پر ہیں فوج اور حکومت کیوں نہیں کچھ کرتے,1,"['تو', 'کہاں', 'پر', 'ہیں', 'فوج', 'اور', 'حکومت', 'کیوں', 'نہیں', 'کچھ', 'کرتے']","['کہاں', 'فوج', 'حکومت', 'نہیں', 'کچھ']"
یہ فوج کی عزت ہے تمہاری شلوار نہیں جو تمہارے دلالوں کے کے بھونکنے سے مٹی میں مل جائے,0,"['یہ', 'فوج', 'کی', 'عزت', 'ہے', 'تمہاری', 'شلوار', 'نہیں', 'جو', 'تمہارے', 'دلالوں', 'کے', 'کے', 'بھونکنے', 'سے', 'مٹی', 'میں', 'مل', 'جائے']","['فوج', 'عزت', 'تمہاری', 'شلوار', 'نہیں', 'جو', 'تمہارے', 'دلالوں', 'بھونکنے', 'سے', 'مٹی', 'میں', 'مل', 'جائے']"
یہ خیبر پختونخوا نے نہیں فوج نے کاٹی ہےاور اگر کسی کو یقین نہیں آتا تو سوات اجائے,1,"['یہ', 'خیبر', 'پختونخوا', 'نے', 'نہیں', 'فوج', 'نے', 'کاٹی', 'ہےاور', 'اگر', 'کسی', 'کو', 'یقین', 'نہیں', 'آتا', 'تو', 'سوات', 'اجائے']","['خیبر', 'پختونخوا', 'نے', 'نہیں', 'فوج', 'نے', 'کاٹی', 'ہےاور', 'اگر', 'کسی', 'کو', 'یقین', 'نہیں', 'آتا', 'سوات', 'اجائے']"
نوے فیصد نہیں بلکہ سو فیصد عوام پاک فوج سے محبت کرتے ہیںیہی فوج ہے جس کے دم سے ہم سلامتملک سلامت ہے,0,"['نوے', 'فیصد', 'نہیں', 'بلکہ', 'سو', 'فیصد', 'عوام', 'پاک', 'فوج', 'سے', 'محبت', 'کرتے', 'ہیںیہی', 'فوج', 'ہے', 'جس', 'کے', 'دم', 'سے', 'ہم', 'سلامتملک', 'سلامت', 'ہے']","['نوے', 'فیصد', 'نہیں', 'بلکہ', 'سو', 'فیصد', 'عوام', 'پاک', 'فوج', 'سے', 'محبت', 'ہیںیہی', 'فوج', 'جس', 'دم', 'سے', 'ہم', 'سلامتملک', 'سلامت']"
فوج کے بعض جرنیل نے اپنے مفادات کیلئے دھماکے دھرنے منتخب حکومت کیلئے کرتےہیں,1,"['فوج', 'کے', 'بعض', 'جرنیل', 'نے', 'اپنے', 'مفادات', 'کیلئے', 'دھماکے', 'دھرنے', 'منتخب', 'حکومت', 'کیلئے', 'کرتےہیں']","['فوج', 'بعض', 'جرنیل', 'نے', 'اپنے', 'مفادات', 'دھماکے', 'دھرنے', 'منتخب', 'حکومت', 'کرتےہیں']"
سر جی فوج تو پہلے بھی ایسی ہی تھی,1,"['سر', 'جی', 'فوج', 'تو', 'پہلے', 'بھی', 'ایسی', 'ہی', 'تھی']","['سر', 'جی', 'فوج', 'پہلے', 'بھی', 'ایسی']"
سلام پاک فوج,0,"['سلام', 'پاک', 'فوج']","['سلام', 'پاک', 'فوج']"
ہم تو چاہتے ہیں کہ پاک فوج عوام پر اعتماد کریں اور تمام غداروں کے خلاف کاروائی کریں,0,"['ہم', 'تو', 'چاہتے', 'ہیں', 'کہ', 'پاک', 'فوج', 'عوام', 'پر', 'اعتماد', 'کریں', 'اور', 'تمام', 'غداروں', 'کے', 'خلاف', 'کاروائی', 'کریں']","['ہم', 'چاہتے', 'پاک', 'فوج', 'عوام', 'اعتماد', 'تمام', 'غداروں', 'خلاف', 'کاروائی']"
آپ جو مرضی کرلیں آپ کو خان صاحب نہیں دے گا انشاءاللہ ہم پاک فوج اور عمران خان کے ساتھ ہیں,0,"['آپ', 'جو', 'مرضی', 'کرلیں', 'آپ', 'کو', 'خان', 'صاحب', 'نہیں', 'دے', 'گا', 'انشاءاللہ', 'ہم', 'پاک', 'فوج', 'اور', 'عمران', 'خان', 'کے', 'ساتھ', 'ہیں']","['آپ', 'جو', 'مرضی', 'کرلیں', 'آپ', 'کو', 'خان', 'صاحب', 'نہیں', 'گا', 'انشاءاللہ', 'ہم', 'پاک', 'فوج', 'عمران', 'خان', 'ساتھ']"
باجوہ فوج نہیں ہے,1,"['باجوہ', 'فوج', 'نہیں', 'ہے']","['باجوہ', 'فوج', 'نہیں']"
اس میں پاک فوج کہاں سے اگئی یہ کمنٹ مریم صفدر کا اس دہشگرد کا ڈی پی لگانے پر کیا تھا,0,"['اس', 'میں', 'پاک', 'فوج', 'کہاں', 'سے', 'اگئی', 'یہ', 'کمنٹ', 'مریم', 'صفدر', 'کا', 'اس', 'دہشگرد', 'کا', 'ڈی', 'پی', 'لگانے', 'پر', 'کیا', 'تھا']","['اس', 'میں', 'پاک', 'فوج', 'کہاں', 'سے', 'اگئی', 'کمنٹ', 'مریم', 'صفدر', 'کا', 'اس', 'دہشگرد', 'کا', 'ڈی', 'پی', 'لگانے', 'کیا', 'تھا']"
فوج کو لالچ دے رہا ہے غدار,1,"['فوج', 'کو', 'لالچ', 'دے', 'رہا', 'ہے', 'غدار']","['فوج', 'کو', 'لالچ', 'رہا', 'غدار']"
بالکل اصل لڑنے والی فوج کو سیلوٹ,0,"['بالکل', 'اصل', 'لڑنے', 'والی', 'فوج', 'کو', 'سیلوٹ']","['بالکل', 'اصل', 'لڑنے', 'والی', 'فوج', 'کو', 'سیلوٹ']"
سازشی تو سازش کریں گے پر سوال یہ ہے کہ ان کو ملک کے خلاف سازشوں سے روکنے کے لیے حکومت اور فوج کیا کر رہی ہے,1,"['سازشی', 'تو', 'سازش', 'کریں', 'گے', 'پر', 'سوال', 'یہ', 'ہے', 'کہ', 'ان', 'کو', 'ملک', 'کے', 'خلاف', 'سازشوں', 'سے', 'روکنے', 'کے', 'لیے', 'حکومت', 'اور', 'فوج', 'کیا', 'کر', 'رہی', 'ہے']","['سازشی', 'سازش', 'سوال', 'ان', 'کو', 'ملک', 'خلاف', 'سازشوں', 'سے', 'روکنے', 'لیے', 'حکومت', 'فوج', 'کیا', 'کر']"
پاکستان زندہ باد پاکستان کے دشمن مردہ باد پاک فوج پائندہ باد,0,"['پاکستان', 'زندہ', 'باد', 'پاکستان', 'کے', 'دشمن', 'مردہ', 'باد', 'پاک', 'فوج', 'پائندہ', 'باد']","['پاکستان', 'زندہ', 'باد', 'پاکستان', 'دشمن', 'مردہ', 'باد', 'پاک', 'فوج', 'پائندہ', 'باد']"
فوج عوام کی ہے کوئی مخصوص جماعت کی نہیں,0,"['فوج', 'عوام', 'کی', 'ہے', 'کوئی', 'مخصوص', 'جماعت', 'کی', 'نہیں']","['فوج', 'عوام', 'مخصوص', 'جماعت', 'نہیں']"
ہماری آخری امید عمران خان صاحب ھے اور پاک فوج,0,"['ہماری', 'آخری', 'امید', 'عمران', 'خان', 'صاحب', 'ھے', 'اور', 'پاک', 'فوج']","['ہماری', 'آخری', 'امید', 'عمران', 'خان', 'صاحب', 'ھے', 'پاک', 'فوج']"
پاک فوج جلد ایکشن لے غداروں کے خلاف,0,"['پاک', 'فوج', 'جلد', 'ایکشن', 'لے', 'غداروں', 'کے', 'خلاف']","['پاک', 'فوج', 'جلد', 'ایکشن', 'غداروں', 'خلاف']"
ترقی کے راستے کی سب سے بڑی رکاوٹ ہماری فوج ہے,1,"['ترقی', 'کے', 'راستے', 'کی', 'سب', 'سے', 'بڑی', 'رکاوٹ', 'ہماری', 'فوج', 'ہے']","['ترقی', 'راستے', 'سب', 'سے', 'بڑی', 'رکاوٹ', 'ہماری', 'فوج']"
