Text,Sentiment,Tokenized,Tokenized_removed_sw
بھائی پھر تو عدالت آخری راستہ ہے,1,"['بھائی', 'پھر', 'تو', 'عدالت', 'آخری', 'راستہ', 'ہے']","['بھائی', 'عدالت', 'آخری', 'راستہ']"
دلیل وہ دیتے ہیں جن کے پاس ہو دلیل نا کہ وہ جنہوں نے سرکاری حج کیے ہوںایک مجرم کے لئے عدالت میں جائیں اور پھر کہیں ہم لفافے نہیں ہیں تو دنیا تو اندھی نہیں ہے نا,0,"['دلیل', 'وہ', 'دیتے', 'ہیں', 'جن', 'کے', 'پاس', 'ہو', 'دلیل', 'نا', 'کہ', 'وہ', 'جنہوں', 'نے', 'سرکاری', 'حج', 'کیے', 'ہوںایک', 'مجرم', 'کے', 'لئے', 'عدالت', 'میں', 'جائیں', 'اور', 'پھر', 'کہیں', 'ہم', 'لفافے', 'نہیں', 'ہیں', 'تو', 'دنیا', 'تو', 'اندھی', 'نہیں', 'ہے', 'نا']","['دلیل', 'وہ', 'جن', 'پاس', 'دلیل', 'نا', 'وہ', 'جنہوں', 'نے', 'سرکاری', 'حج', 'ہوںایک', 'مجرم', 'عدالت', 'میں', 'جائیں', 'ہم', 'لفافے', 'نہیں', 'دنیا', 'اندھی', 'نہیں', 'نا']"
جلسوں میں کہتی ہو ہر صورت پہنچو اور عدالت میں جاتے تکلیفیں شروع ہو جاتی ہیں,1,"['جلسوں', 'میں', 'کہتی', 'ہو', 'ہر', 'صورت', 'پہنچو', 'اور', 'عدالت', 'میں', 'جاتے', 'تکلیفیں', 'شروع', 'ہو', 'جاتی', 'ہیں']","['جلسوں', 'میں', 'پہنچو', 'عدالت', 'میں', 'جاتے', 'تکلیفیں', 'شروع', 'جاتی']"
بھوسڑی کے تیرا قائد عدالتی مفرور ہے مارنا ہوتا تو باہر ہی نہ جانے دیتے,1,"['بھوسڑی', 'کے', 'تیرا', 'قائد', 'عدالتی', 'مفرور', 'ہے', 'مارنا', 'ہوتا', 'تو', 'باہر', 'ہی', 'نہ', 'جانے', 'دیتے']","['بھوسڑی', 'تیرا', 'قائد', 'عدالتی', 'مفرور', 'مارنا', 'ہوتا', 'باہر', 'نہ', 'جانے']"
اے جج صاحبہ وک گئیں نے,0,"['اے', 'جج', 'صاحبہ', 'وک', 'گئیں', 'نے']","['اے', 'جج', 'صاحبہ', 'وک', 'گئیں', 'نے']"
سوچ کر پنگا لینا تھاایک پیناڈول کھائے اور عدالت پہنچےایڈا او نواز شریف,1,"['سوچ', 'کر', 'پنگا', 'لینا', 'تھاایک', 'پیناڈول', 'کھائے', 'اور', 'عدالت', 'پہنچےایڈا', 'او', 'نواز', 'شریف']","['سوچ', 'کر', 'پنگا', 'لینا', 'تھاایک', 'پیناڈول', 'کھائے', 'عدالت', 'پہنچےایڈا', 'او', 'نواز', 'شریف']"
نواز شریف اپنے سپوٹرزحکومت اور عدلیہ کو جھنڈی دکھا کر فرار ھوئے ہیںیہ بات ن کے ورکرز کے لئے لمحہ فکریہ ھےکہ اگر وہ اپنی ماں کی تدفین کے لئے نہی اتے تو پارٹی ورکرز کی کیا حیثیت ھے,1,"['نواز', 'شریف', 'اپنے', 'سپوٹرزحکومت', 'اور', 'عدلیہ', 'کو', 'جھنڈی', 'دکھا', 'کر', 'فرار', 'ھوئے', 'ہیںیہ', 'بات', 'ن', 'کے', 'ورکرز', 'کے', 'لئے', 'لمحہ', 'فکریہ', 'ھےکہ', 'اگر', 'وہ', 'اپنی', 'ماں', 'کی', 'تدفین', 'کے', 'لئے', 'نہی', 'اتے', 'تو', 'پارٹی', 'ورکرز', 'کی', 'کیا', 'حیثیت', 'ھے']","['نواز', 'شریف', 'اپنے', 'سپوٹرزحکومت', 'عدلیہ', 'کو', 'جھنڈی', 'دکھا', 'کر', 'فرار', 'ھوئے', 'ہیںیہ', 'بات', 'ن', 'ورکرز', 'لمحہ', 'فکریہ', 'ھےکہ', 'اگر', 'وہ', 'اپنی', 'ماں', 'تدفین', 'نہی', 'اتے', 'پارٹی', 'ورکرز', 'کیا', 'حیثیت', 'ھے']"
انتقام خان کے ظلم کی داستان ابھی ختم نہیں ہوئی نہ تو کسی عدالت سے نہ تو کسی عدالت سے انصاف مل رہا ہے اور نہ ہی کوئی حفاظت کی جا رہی ہے,0,"['انتقام', 'خان', 'کے', 'ظلم', 'کی', 'داستان', 'ابھی', 'ختم', 'نہیں', 'ہوئی', 'نہ', 'تو', 'کسی', 'عدالت', 'سے', 'نہ', 'تو', 'کسی', 'عدالت', 'سے', 'انصاف', 'مل', 'رہا', 'ہے', 'اور', 'نہ', 'ہی', 'کوئی', 'حفاظت', 'کی', 'جا', 'رہی', 'ہے']","['انتقام', 'خان', 'ظلم', 'داستان', 'ابھی', 'ختم', 'نہیں', 'نہ', 'کسی', 'عدالت', 'سے', 'نہ', 'کسی', 'عدالت', 'سے', 'انصاف', 'مل', 'رہا', 'نہ', 'حفاظت', 'جا']"
فردوس عاشق اعوان پر توھین عدالت کا کیس کب چلے گا جو سپریم کورٹ کے فیصلے میں لکھا گیا ہے,2,"['فردوس', 'عاشق', 'اعوان', 'پر', 'توھین', 'عدالت', 'کا', 'کیس', 'کب', 'چلے', 'گا', 'جو', 'سپریم', 'کورٹ', 'کے', 'فیصلے', 'میں', 'لکھا', 'گیا', 'ہے']","['فردوس', 'عاشق', 'اعوان', 'توھین', 'عدالت', 'کا', 'کیس', 'گا', 'جو', 'سپریم', 'کورٹ', 'فیصلے', 'میں', 'لکھا', 'گیا']"
او بی بی آپ کے اپنے خاندان والوں نے آپ کو اس قابل نہیں سمجھا کہ آپ کو یہ غم کی خبر سنائیںآپ ہوتی کون ہیں کو واپس آنے سے منع کرنے والی قوم حقیقت سے واقف ہے تاریخ گواہ سے کہ میاں صاحب اسی طرح عدلیہ اور قوم کے ڈر سے دم دبا کر بھاگتے ہیں,2,"['او', 'بی', 'بی', 'آپ', 'کے', 'اپنے', 'خاندان', 'والوں', 'نے', 'آپ', 'کو', 'اس', 'قابل', 'نہیں', 'سمجھا', 'کہ', 'آپ', 'کو', 'یہ', 'غم', 'کی', 'خبر', 'سنائیںآپ', 'ہوتی', 'کون', 'ہیں', 'کو', 'واپس', 'آنے', 'سے', 'منع', 'کرنے', 'والی', 'قوم', 'حقیقت', 'سے', 'واقف', 'ہے', 'تاریخ', 'گواہ', 'سے', 'کہ', 'میاں', 'صاحب', 'اسی', 'طرح', 'عدلیہ', 'اور', 'قوم', 'کے', 'ڈر', 'سے', 'دم', 'دبا', 'کر', 'بھاگتے', 'ہیں']","['او', 'بی', 'بی', 'آپ', 'اپنے', 'خاندان', 'والوں', 'نے', 'آپ', 'کو', 'اس', 'قابل', 'نہیں', 'سمجھا', 'آپ', 'کو', 'غم', 'خبر', 'سنائیںآپ', 'کون', 'کو', 'واپس', 'آنے', 'سے', 'منع', 'کرنے', 'والی', 'قوم', 'حقیقت', 'سے', 'واقف', 'تاریخ', 'گواہ', 'سے', 'میاں', 'صاحب', 'اسی', 'طرح', 'عدلیہ', 'قوم', 'ڈر', 'سے', 'دم', 'دبا', 'کر', 'بھاگتے']"
مشورہ دینے کے بجاہے عدالت میں جاہیں اور یہی مشورہ اگر اور کو بھی دیدیں تو بہتر رھیگا بہرحال ناھلیت ہر کام میں جھلکتی ہے,2,"['مشورہ', 'دینے', 'کے', 'بجاہے', 'عدالت', 'میں', 'جاہیں', 'اور', 'یہی', 'مشورہ', 'اگر', 'اور', 'کو', 'بھی', 'دیدیں', 'تو', 'بہتر', 'رھیگا', 'بہرحال', 'ناھلیت', 'ہر', 'کام', 'میں', 'جھلکتی', 'ہے']","['مشورہ', 'دینے', 'بجاہے', 'عدالت', 'میں', 'جاہیں', 'یہی', 'مشورہ', 'اگر', 'کو', 'بھی', 'دیدیں', 'بہتر', 'رھیگا', 'بہرحال', 'ناھلیت', 'کام', 'میں', 'جھلکتی']"
چھٹیوں میں سب پراہیویٹ سکول فیس لیتے رہیے ھیں عدالت کا حکم عدالت کے گیٹ کے باہر نہی نکلا,2,"['چھٹیوں', 'میں', 'سب', 'پراہیویٹ', 'سکول', 'فیس', 'لیتے', 'رہیے', 'ھیں', 'عدالت', 'کا', 'حکم', 'عدالت', 'کے', 'گیٹ', 'کے', 'باہر', 'نہی', 'نکلا']","['چھٹیوں', 'میں', 'سب', 'پراہیویٹ', 'سکول', 'فیس', 'لیتے', 'رہیے', 'ھیں', 'عدالت', 'کا', 'حکم', 'عدالت', 'گیٹ', 'باہر', 'نہی', 'نکلا']"
حرامی گنجے کو کہنا تھا کہ ان فلیٹس کی رسیدیں دیتے ہوۓ کیوں موت پڑتی ہےباقی تینوں باتیں ہی غلط اور بہتان ہیںعلیمہ کا باپ بھی تھا شوہر سہیل امیر خان بھی ہے اور ٹیکسٹائل کا کاروبار بھی ہےعلیمہ پر جتنا جرمانہ بنتا تھا وہ اس نے ادا کر دیا اور کوئی مسئلہ ہے تو عدالت لے جاؤ,1,"['حرامی', 'گنجے', 'کو', 'کہنا', 'تھا', 'کہ', 'ان', 'فلیٹس', 'کی', 'رسیدیں', 'دیتے', 'ہوۓ', 'کیوں', 'موت', 'پڑتی', 'ہےباقی', 'تینوں', 'باتیں', 'ہی', 'غلط', 'اور', 'بہتان', 'ہیںعلیمہ', 'کا', 'باپ', 'بھی', 'تھا', 'شوہر', 'سہیل', 'امیر', 'خان', 'بھی', 'ہے', 'اور', 'ٹیکسٹائل', 'کا', 'کاروبار', 'بھی', 'ہےعلیمہ', 'پر', 'جتنا', 'جرمانہ', 'بنتا', 'تھا', 'وہ', 'اس', 'نے', 'ادا', 'کر', 'دیا', 'اور', 'کوئی', 'مسئلہ', 'ہے', 'تو', 'عدالت', 'لے', 'جاؤ']","['حرامی', 'گنجے', 'کو', 'کہنا', 'تھا', 'ان', 'فلیٹس', 'رسیدیں', 'ہوۓ', 'موت', 'پڑتی', 'ہےباقی', 'تینوں', 'باتیں', 'غلط', 'بہتان', 'ہیںعلیمہ', 'کا', 'باپ', 'بھی', 'تھا', 'شوہر', 'سہیل', 'امیر', 'خان', 'بھی', 'ٹیکسٹائل', 'کا', 'کاروبار', 'بھی', 'ہےعلیمہ', 'جتنا', 'جرمانہ', 'بنتا', 'تھا', 'وہ', 'اس', 'نے', 'ادا', 'کر', 'دیا', 'مسئلہ', 'عدالت', 'جاؤ']"
ارشد ملک جج کافیصلہ یاد رکھیں اسکی چھٹی ہوچکی ہے,2,"['ارشد', 'ملک', 'جج', 'کافیصلہ', 'یاد', 'رکھیں', 'اسکی', 'چھٹی', 'ہوچکی', 'ہے']","['ارشد', 'ملک', 'جج', 'کافیصلہ', 'یاد', 'رکھیں', 'اسکی', 'چھٹی']"
جی ہاں پرول ضروری ہے عدالت کو جلد ہی ان کو پیرول دینی چاہئے,0,"['جی', 'ہاں', 'پرول', 'ضروری', 'ہے', 'عدالت', 'کو', 'جلد', 'ہی', 'ان', 'کو', 'پیرول', 'دینی', 'چاہئے']","['جی', 'ہاں', 'پرول', 'عدالت', 'کو', 'جلد', 'ان', 'کو', 'پیرول', 'دینی', 'چاہئے']"
اپیلوں کومیرٹس پر تو بعد میں کاروائ کریں گے لیکن جج ارشد ملک سکینڈل کے بعد سزا معطلی ہر تو کاروائ نہیں ہوگی,0,"['اپیلوں', 'کومیرٹس', 'پر', 'تو', 'بعد', 'میں', 'کاروائ', 'کریں', 'گے', 'لیکن', 'جج', 'ارشد', 'ملک', 'سکینڈل', 'کے', 'بعد', 'سزا', 'معطلی', 'ہر', 'تو', 'کاروائ', 'نہیں', 'ہوگی']","['اپیلوں', 'کومیرٹس', 'بعد', 'میں', 'کاروائ', 'لیکن', 'جج', 'ارشد', 'ملک', 'سکینڈل', 'بعد', 'سزا', 'معطلی', 'کاروائ', 'نہیں', 'ہوگی']"
کیوں کہ قانون خود اندھا اور بہرا ہوچکا ہے دنیا میں سب سے گندی عدلیہ پاکستانی عدلیہ اور غلیظ نظام حکومت پاکستانی نظام حکومت ہے,0,"['کیوں', 'کہ', 'قانون', 'خود', 'اندھا', 'اور', 'بہرا', 'ہوچکا', 'ہے', 'دنیا', 'میں', 'سب', 'سے', 'گندی', 'عدلیہ', 'پاکستانی', 'عدلیہ', 'اور', 'غلیظ', 'نظام', 'حکومت', 'پاکستانی', 'نظام', 'حکومت', 'ہے']","['قانون', 'خود', 'اندھا', 'بہرا', 'ہوچکا', 'دنیا', 'میں', 'سب', 'سے', 'گندی', 'عدلیہ', 'پاکستانی', 'عدلیہ', 'غلیظ', 'نظام', 'حکومت', 'پاکستانی', 'نظام', 'حکومت']"
محترمہ یہ پشتون سوسائٹی نہیں ہے بلکہ یہ جمیعت کے کارندے ہیں ویسے ثناء اعجاز نے شمالی وزیرستان میں پی ٹی ایم کے سٹیج سے تقریر کی جو واقعی پشتون سوسائٹی کے نمائندوں تحریک ہے آپ مہربانی کریں جمیعت کو پشتونوں کا وارث جماعت نہ بنائیں اور نہ ہمیں اسی نظر سے جج کریں ڈیرہ مہربانی وہ دےوی,1,"['محترمہ', 'یہ', 'پشتون', 'سوسائٹی', 'نہیں', 'ہے', 'بلکہ', 'یہ', 'جمیعت', 'کے', 'کارندے', 'ہیں', 'ویسے', 'ثناء', 'اعجاز', 'نے', 'شمالی', 'وزیرستان', 'میں', 'پی', 'ٹی', 'ایم', 'کے', 'سٹیج', 'سے', 'تقریر', 'کی', 'جو', 'واقعی', 'پشتون', 'سوسائٹی', 'کے', 'نمائندوں', 'تحریک', 'ہے', 'آپ', 'مہربانی', 'کریں', 'جمیعت', 'کو', 'پشتونوں', 'کا', 'وارث', 'جماعت', 'نہ', 'بنائیں', 'اور', 'نہ', 'ہمیں', 'اسی', 'نظر', 'سے', 'جج', 'کریں', 'ڈیرہ', 'مہربانی', 'وہ', 'دےوی']","['محترمہ', 'پشتون', 'سوسائٹی', 'نہیں', 'بلکہ', 'جمیعت', 'کارندے', 'ویسے', 'ثناء', 'اعجاز', 'نے', 'شمالی', 'وزیرستان', 'میں', 'پی', 'ٹی', 'ایم', 'سٹیج', 'سے', 'تقریر', 'جو', 'واقعی', 'پشتون', 'سوسائٹی', 'نمائندوں', 'تحریک', 'آپ', 'مہربانی', 'جمیعت', 'کو', 'پشتونوں', 'کا', 'وارث', 'جماعت', 'نہ', 'بنائیں', 'نہ', 'ہمیں', 'اسی', 'نظر', 'سے', 'جج', 'ڈیرہ', 'مہربانی', 'وہ', 'دےوی']"
صافی جلدی سے یہ بات انکو سمجھا ئیں جن کے لئیے درخواست لے کر آپ عدالت گئے تھے,1,"['صافی', 'جلدی', 'سے', 'یہ', 'بات', 'انکو', 'سمجھا', 'ئیں', 'جن', 'کے', 'لئیے', 'درخواست', 'لے', 'کر', 'آپ', 'عدالت', 'گئے', 'تھے']","['صافی', 'جلدی', 'سے', 'بات', 'انکو', 'سمجھا', 'ئیں', 'جن', 'لئیے', 'درخواست', 'کر', 'آپ', 'عدالت']"
جھوٹاعدالت سے بےعزتی کروا کے نکلا,1,"['جھوٹاعدالت', 'سے', 'بےعزتی', 'کروا', 'کے', 'نکلا']","['جھوٹاعدالت', 'سے', 'بےعزتی', 'کروا', 'نکلا']"
ڈاکٹر صاحب بھی اشرافیہ میں سے ہوگا ورنہ جو بلاتکار نوازے اینڈ فیملی نے اس ملک کے عدلیہ پولیس اور دوسرے سرکاری اداروں کے ساتھ کیا وہ کوئ دشمن بھی نا کرتاآپ کی بات صحیح ہے کہ کس طرح کے لوگ انکو پسند کر سکتے ہیں,2,"['ڈاکٹر', 'صاحب', 'بھی', 'اشرافیہ', 'میں', 'سے', 'ہوگا', 'ورنہ', 'جو', 'بلاتکار', 'نوازے', 'اینڈ', 'فیملی', 'نے', 'اس', 'ملک', 'کے', 'عدلیہ', 'پولیس', 'اور', 'دوسرے', 'سرکاری', 'اداروں', 'کے', 'ساتھ', 'کیا', 'وہ', 'کوئ', 'دشمن', 'بھی', 'نا', 'کرتاآپ', 'کی', 'بات', 'صحیح', 'ہے', 'کہ', 'کس', 'طرح', 'کے', 'لوگ', 'انکو', 'پسند', 'کر', 'سکتے', 'ہیں']","['ڈاکٹر', 'صاحب', 'بھی', 'اشرافیہ', 'میں', 'سے', 'ہوگا', 'ورنہ', 'جو', 'بلاتکار', 'نوازے', 'اینڈ', 'فیملی', 'نے', 'اس', 'ملک', 'عدلیہ', 'پولیس', 'دوسرے', 'سرکاری', 'اداروں', 'ساتھ', 'کیا', 'وہ', 'کوئ', 'دشمن', 'بھی', 'نا', 'کرتاآپ', 'بات', 'صحیح', 'کس', 'طرح', 'انکو', 'پسند', 'کر', 'سکتے']"
گڈ نیوز ہے مگر عثمان چینل افواپھیلا رہا ہے کہ سندھ ہائی کورٹ میں توہین عدالت کی درخواست ہے اور ٹیسٹ منسوخ ہو رہا ہے حکومت کا فرض ہے کہ عوام کی لوٹ مار کے لیے اپنی جھوٹی نیوز پھیلانے والوں کے چینلز پر انٹری ٹیسٹ فاینل ہونے تک پابندی لگائی جاے تو بچوں پر احسان ہوگا کہ وہ پریشان ہ,1,"['گڈ', 'نیوز', 'ہے', 'مگر', 'عثمان', 'چینل', 'افواپھیلا', 'رہا', 'ہے', 'کہ', 'سندھ', 'ہائی', 'کورٹ', 'میں', 'توہین', 'عدالت', 'کی', 'درخواست', 'ہے', 'اور', 'ٹیسٹ', 'منسوخ', 'ہو', 'رہا', 'ہے', 'حکومت', 'کا', 'فرض', 'ہے', 'کہ', 'عوام', 'کی', 'لوٹ', 'مار', 'کے', 'لیے', 'اپنی', 'جھوٹی', 'نیوز', 'پھیلانے', 'والوں', 'کے', 'چینلز', 'پر', 'انٹری', 'ٹیسٹ', 'فاینل', 'ہونے', 'تک', 'پابندی', 'لگائی', 'جاے', 'تو', 'بچوں', 'پر', 'احسان', 'ہوگا', 'کہ', 'وہ', 'پریشان', 'ہ']","['گڈ', 'نیوز', 'مگر', 'عثمان', 'چینل', 'افواپھیلا', 'رہا', 'سندھ', 'ہائی', 'کورٹ', 'میں', 'توہین', 'عدالت', 'درخواست', 'ٹیسٹ', 'منسوخ', 'رہا', 'حکومت', 'کا', 'فرض', 'عوام', 'لوٹ', 'مار', 'لیے', 'اپنی', 'جھوٹی', 'نیوز', 'پھیلانے', 'والوں', 'چینلز', 'انٹری', 'ٹیسٹ', 'فاینل', 'ہونے', 'پابندی', 'لگائی', 'جاے', 'بچوں', 'احسان', 'ہوگا', 'وہ', 'پریشان', 'ہ']"
قومی لٹیرے اور بھگوڑے نوازشریف کے لئے عدالت جاکر اگر کوئی شک تھا وہ بھی دور ھوگیا ھے لہذا تمھاری کسی بھی بات کا یقین نہیں کیا جاسکتا کیا معلوم یہ کسی اور طرح کا وار ھو,1,"['قومی', 'لٹیرے', 'اور', 'بھگوڑے', 'نوازشریف', 'کے', 'لئے', 'عدالت', 'جاکر', 'اگر', 'کوئی', 'شک', 'تھا', 'وہ', 'بھی', 'دور', 'ھوگیا', 'ھے', 'لہذا', 'تمھاری', 'کسی', 'بھی', 'بات', 'کا', 'یقین', 'نہیں', 'کیا', 'جاسکتا', 'کیا', 'معلوم', 'یہ', 'کسی', 'اور', 'طرح', 'کا', 'وار', 'ھو']","['قومی', 'لٹیرے', 'بھگوڑے', 'نوازشریف', 'عدالت', 'جاکر', 'اگر', 'شک', 'تھا', 'وہ', 'بھی', 'ھوگیا', 'ھے', 'لہذا', 'تمھاری', 'کسی', 'بھی', 'بات', 'کا', 'یقین', 'نہیں', 'کیا', 'جاسکتا', 'کیا', 'معلوم', 'کسی', 'طرح', 'کا', 'ھو']"
ڈاکٹر صاحب جو کچھ اس نے بیوروکریسی پولیس اور عدالت کا حال کیا اس کا اپ نے زکر نہیں کیا نواز شریف اور اسکی فیملی نے تو اس ملک کو تباہ و برباد کرکے چھوڑا ہےاللہ ان سے دنیا اور آخرت دونوں میں حساب لے,1,"['ڈاکٹر', 'صاحب', 'جو', 'کچھ', 'اس', 'نے', 'بیوروکریسی', 'پولیس', 'اور', 'عدالت', 'کا', 'حال', 'کیا', 'اس', 'کا', 'اپ', 'نے', 'زکر', 'نہیں', 'کیا', 'نواز', 'شریف', 'اور', 'اسکی', 'فیملی', 'نے', 'تو', 'اس', 'ملک', 'کو', 'تباہ', 'و', 'برباد', 'کرکے', 'چھوڑا', 'ہےاللہ', 'ان', 'سے', 'دنیا', 'اور', 'آخرت', 'دونوں', 'میں', 'حساب', 'لے']","['ڈاکٹر', 'صاحب', 'جو', 'کچھ', 'اس', 'نے', 'بیوروکریسی', 'پولیس', 'عدالت', 'کا', 'حال', 'کیا', 'اس', 'کا', 'اپ', 'نے', 'زکر', 'نہیں', 'کیا', 'نواز', 'شریف', 'اسکی', 'فیملی', 'نے', 'اس', 'ملک', 'کو', 'تباہ', 'برباد', 'کرکے', 'چھوڑا', 'ہےاللہ', 'ان', 'سے', 'دنیا', 'آخرت', 'دونوں', 'میں', 'حساب']"
ملک ارب ڈالر کا مقروض ہو گیا ہمارے سیاستدان بیوروکریٹ جج اور جنرل امیر سے امیر تر ہو گئے اور کہا جا رہا ہے کہ کرپشن نہیں ہوئیڈھٹائی کی بھی کوئی حد ہوتی ہے,0,"['ملک', 'ارب', 'ڈالر', 'کا', 'مقروض', 'ہو', 'گیا', 'ہمارے', 'سیاستدان', 'بیوروکریٹ', 'جج', 'اور', 'جنرل', 'امیر', 'سے', 'امیر', 'تر', 'ہو', 'گئے', 'اور', 'کہا', 'جا', 'رہا', 'ہے', 'کہ', 'کرپشن', 'نہیں', 'ہوئیڈھٹائی', 'کی', 'بھی', 'کوئی', 'حد', 'ہوتی', 'ہے']","['ملک', 'ارب', 'ڈالر', 'کا', 'مقروض', 'گیا', 'ہمارے', 'سیاستدان', 'بیوروکریٹ', 'جج', 'جنرل', 'امیر', 'سے', 'امیر', 'کہا', 'جا', 'رہا', 'کرپشن', 'نہیں', 'ہوئیڈھٹائی', 'بھی', 'حد']"
ماتھا چومنے والی بات اس نے اشتراوصاف کے لیئے کہی تھی اور ان میں کوئی جج نہیں بیٹھا تھاسب ن لیگ لائیرز ونگ کے وکیل تھے,0,"['ماتھا', 'چومنے', 'والی', 'بات', 'اس', 'نے', 'اشتراوصاف', 'کے', 'لیئے', 'کہی', 'تھی', 'اور', 'ان', 'میں', 'کوئی', 'جج', 'نہیں', 'بیٹھا', 'تھاسب', 'ن', 'لیگ', 'لائیرز', 'ونگ', 'کے', 'وکیل', 'تھے']","['ماتھا', 'چومنے', 'والی', 'بات', 'اس', 'نے', 'اشتراوصاف', 'لیئے', 'ان', 'میں', 'جج', 'نہیں', 'بیٹھا', 'تھاسب', 'ن', 'لیگ', 'لائیرز', 'ونگ', 'وکیل']"
میاں صاحب نے ادھر جنازہ تو پڑھ ہی لیا ہو گادشمن کم ظرف ہے لہذا میاں صاحب کو نہیں آنا چاہیےجج وقار کا حال دیکھ لیں,1,"['میاں', 'صاحب', 'نے', 'ادھر', 'جنازہ', 'تو', 'پڑھ', 'ہی', 'لیا', 'ہو', 'گادشمن', 'کم', 'ظرف', 'ہے', 'لہذا', 'میاں', 'صاحب', 'کو', 'نہیں', 'آنا', 'چاہیےجج', 'وقار', 'کا', 'حال', 'دیکھ', 'لیں']","['میاں', 'صاحب', 'نے', 'جنازہ', 'پڑھ', 'لیا', 'گادشمن', 'کم', 'ظرف', 'لہذا', 'میاں', 'صاحب', 'کو', 'نہیں', 'آنا', 'چاہیےجج', 'وقار', 'کا', 'حال', 'دیکھ']"
میاں صاحب نہی جائیں گے سے میاں صاحب نہی آئیں گے تک کا بیانیہواپس انہیں عدالت بلا رہی ہے حکومت نہی اور چینلز تو آپ سے پوچھ کے خبریں لگاتے مگر اس خبر سے آپ بے خبر رہیں ہر چیز تے سیاست,1,"['میاں', 'صاحب', 'نہی', 'جائیں', 'گے', 'سے', 'میاں', 'صاحب', 'نہی', 'آئیں', 'گے', 'تک', 'کا', 'بیانیہواپس', 'انہیں', 'عدالت', 'بلا', 'رہی', 'ہے', 'حکومت', 'نہی', 'اور', 'چینلز', 'تو', 'آپ', 'سے', 'پوچھ', 'کے', 'خبریں', 'لگاتے', 'مگر', 'اس', 'خبر', 'سے', 'آپ', 'بے', 'خبر', 'رہیں', 'ہر', 'چیز', 'تے', 'سیاست']","['میاں', 'صاحب', 'نہی', 'جائیں', 'سے', 'میاں', 'صاحب', 'نہی', 'آئیں', 'کا', 'بیانیہواپس', 'انہیں', 'عدالت', 'بلا', 'حکومت', 'نہی', 'چینلز', 'آپ', 'سے', 'پوچھ', 'خبریں', 'لگاتے', 'مگر', 'اس', 'خبر', 'سے', 'آپ', 'بے', 'خبر', 'رہیں', 'چیز', 'تے', 'سیاست']"
بندہ وہ بات کرے جس میں عقل اور دلیل نام کی کوئی چیز ہو اپ ہمارے استاد کا ویڈئو کلپ ہمارے ہی رہنما کے خلاف دکھا رہے ہیں جو یہودی اور کفار کر رہے ہیں مطلب اپنی اپنے چھوٹے سے دماغ کے ساتھ یہ ثابت کرنا چاہتے ہیں کہ نوازشریف کو سزا تو عدلیہ نے دی لیکن ممتاز قادری کو نوازشریف نے دی,1,"['بندہ', 'وہ', 'بات', 'کرے', 'جس', 'میں', 'عقل', 'اور', 'دلیل', 'نام', 'کی', 'کوئی', 'چیز', 'ہو', 'اپ', 'ہمارے', 'استاد', 'کا', 'ویڈئو', 'کلپ', 'ہمارے', 'ہی', 'رہنما', 'کے', 'خلاف', 'دکھا', 'رہے', 'ہیں', 'جو', 'یہودی', 'اور', 'کفار', 'کر', 'رہے', 'ہیں', 'مطلب', 'اپنی', 'اپنے', 'چھوٹے', 'سے', 'دماغ', 'کے', 'ساتھ', 'یہ', 'ثابت', 'کرنا', 'چاہتے', 'ہیں', 'کہ', 'نوازشریف', 'کو', 'سزا', 'تو', 'عدلیہ', 'نے', 'دی', 'لیکن', 'ممتاز', 'قادری', 'کو', 'نوازشریف', 'نے', 'دی']","['بندہ', 'وہ', 'بات', 'جس', 'میں', 'عقل', 'دلیل', 'نام', 'چیز', 'اپ', 'ہمارے', 'استاد', 'کا', 'ویڈئو', 'کلپ', 'ہمارے', 'رہنما', 'خلاف', 'دکھا', 'جو', 'یہودی', 'کفار', 'کر', 'مطلب', 'اپنی', 'اپنے', 'سے', 'دماغ', 'ساتھ', 'ثابت', 'کرنا', 'چاہتے', 'نوازشریف', 'کو', 'سزا', 'عدلیہ', 'نے', 'لیکن', 'ممتاز', 'قادری', 'کو', 'نوازشریف', 'نے']"
